eucalyptus_oil,eucalyptus,15
eucalyptus_oil,ginger,10
mackerel,pilchard,65
mackerel,horse_mackerel,65
mackerel,fish,64
mackerel,fish_oil,25
mackerel,smoked_fatty_fish,64
mackerel,herring,64
mackerel,tuna,65
mackerel,keta_salmon,65
mackerel,haddock,64
mackerel,lean_fish,64
mackerel,catfish,64
mackerel,raw_fish,64
mackerel,black_seabream,65
mackerel,salmon,64
mackerel,fatty_fish,64
mackerel,raw_fatty_fish,64
mackerel,sweetfish,65
mackerel,smoked_fish,64
mackerel,smoked_salmon,64
mackerel,globefish,65
mackerel,pike,65
mackerel,sea_bass,65
mackerel,raw_lean_fish,64
mackerel,smoked_herring,64
mackerel,whitefish,64
mackerel,eel,65
mackerel,cod,64
porcini,cheese,52
porcini,boiled_chicken,55
porcini,matsutake,117
porcini,fermented_russian_black_tea,56
porcini,fried_chicken,56
porcini,soybean,68
porcini,ceylon_tea,56
porcini,dried_green_tea,56
porcini,raw_chicken,56
porcini,beef,64
porcini,dried_black_tea,56
porcini,shiitake,117
porcini,cottage_cheese,52
porcini,cured_pork,53
porcini,beer,62
porcini,cognac,53
porcini,tilsit_cheese,52
porcini,goat_cheese,52
porcini,roasted_beef,64
porcini,coffee,52
porcini,mushroom,117
porcini,baked_potato,53
porcini,kola_tea,56
porcini,domiati_cheese,52
porcini,sheep_cheese,52
porcini,jamaican_rum,56
porcini,limburger_cheese,52
porcini,camembert_cheese,54
porcini,comte_cheese,52
porcini,enokidake,117
porcini,bantu_beer,63
porcini,grilled_beef,64
porcini,strawberry,53
porcini,swiss_cheese,57
porcini,boiled_beef,65
porcini,cheddar_cheese,57
porcini,vanilla,33
milk,cheese,67
milk,boiled_chicken,61
milk,seychelles_tea,63
milk,tea,63
milk,brewed_tea,63
milk,bacon,55
milk,fermented_russian_black_tea,63
milk,fried_chicken,63
milk,pouching_tea,63
milk,soybean,63
milk,black_tea,68
milk,chicken,61
milk,russian_cheese,69
milk,ceylon_tea,63
milk,cream,23
milk,dried_green_tea,63
milk,raw_beef,75
milk,beef,75
milk,romano_cheese,68
milk,dried_black_tea,63
milk,rum,59
milk,cottage_cheese,68
milk,beer,78
milk,swiss_cheese,73
milk,tilsit_cheese,67
milk,roquefort_cheese,67
milk,goat_cheese,67
milk,camembert_cheese,72
milk,roasted_beef,77
milk,roasted_green_tea,65
milk,provolone_cheese,69
milk,coffee,63
milk,fried_beef,76
milk,jasmine_tea,63
milk,kola_tea,63
milk,fried_pork,56
milk,domiati_cheese,67
milk,peanut_butter,59
milk,cream_cheese,67
milk,green_tea,65
milk,mozzarella_cheese,68
milk,sheep_cheese,67
milk,jamaican_rum,59
milk,butter,74
milk,gruyere_cheese,72
milk,limburger_cheese,67
milk,smoked_pork,57
milk,feta_cheese,68
milk,comte_cheese,67
milk,raw_pork,55
milk,emmental_cheese,67
milk,bantu_beer,79
milk,parmesan_cheese,79
milk,grilled_beef,76
milk,roasted_chicken,66
milk,blue_cheese,76
milk,boiled_beef,75
milk,munster_cheese,67
milk,cheddar_cheese,76
hog_plum,muscadine_grape,14
hog_plum,cooked_apple,13
hog_plum,grape,14
hog_plum,passion_fruit,14
hog_plum,cabernet_sauvignon_grape,14
hog_plum,sauvignon_blanc_grape,14
hog_plum,mountain_papaya,16
hog_plum,sauvignon_grape,14
hog_plum,strawberry,15
hog_plum,mango,13
hog_plum,muscat_grape,14
hog_plum,papaya,13
hog_plum,guava,14
hog_plum,banana,13
hog_plum,concord_grape,14
hog_plum,starfruit,13
grape,israeli_orange,47
grape,black_currant,46
grape,apple,79
grape,mandarin,31
grape,rose_apple,17
grape,seychelles_tea,66
grape,tea,66
grape,cabernet_sauvignon_wine,61
grape,green_tea,67
grape,port_wine,59
grape,white_wine,76
grape,rooibus_tea,67
grape,fermented_russian_black_tea,66
grape,pouching_tea,66
grape,pear,29
grape,soybean,55
grape,black_tea,74
grape,mountain_papaya,30
grape,rose_wine,57
grape,guava,65
grape,ceylon_tea,66
grape,lime,29
grape,muscadine_grape,125
grape,babaco,6
grape,lemon,35
grape,sauvignon_blanc_grape,125
grape,rhubarb,8
grape,dried_black_tea,66
grape,rum,62
grape,fermented_tea,66
grape,elderberry,44
grape,cottage_cheese,56
grape,brewed_tea,66
grape,beer,69
grape,cognac,64
grape,tilsit_cheese,56
grape,melon,52
grape,quince,30
grape,bartlett_pear,29
grape,banana,58
grape,roasted_green_tea,67
grape,dried_green_tea,66
grape,cantaloupe,52
grape,sparkling_wine,59
grape,papaya,58
grape,jamaican_rum,62
grape,cranberry,56
grape,jasmine_tea,66
grape,kaffir_lime,29
grape,kola_tea,66
grape,red_wine,61
grape,tangerine,31
grape,champagne_wine,56
grape,goat_cheese,56
grape,cherimoya,20
grape,cloudberry,47
grape,sherry,62
grape,italian_lime,29
grape,monkey_orange,35
grape,sheep_cheese,56
grape,passion_fruit,62
grape,sauvignon_grape,125
grape,european_cranberry,56
grape,concord_grape,125
grape,tomato,57
grape,gruyere_cheese,67
grape,cooked_apple,80
grape,prune,13
grape,raspberry,60
grape,orange,47
grape,muskmelon,52
grape,apricot,51
grape,vanilla,32
grape,cabernet_sauvignon_grape,125
grape,cider,40
grape,bantu_beer,70
grape,chinese_quince,46
grape,strawberry,84
grape,mango,54
grape,cape_gooseberry,52
grape,botrytized_wine,56
grape,muscat_grape,125
grape,cheddar_cheese,59
grape,wine,56
camembert_cheese,cheese,127
camembert_cheese,coconut,36
camembert_cheese,boiled_chicken,63
camembert_cheese,apple,77
camembert_cheese,port_wine,62
camembert_cheese,sauvignon_blanc_grape,58
camembert_cheese,roasted_pork,61
camembert_cheese,cabernet_sauvignon_wine,73
camembert_cheese,roasted_cocoa,73
camembert_cheese,rye_bread,47
camembert_cheese,white_wine,83
camembert_cheese,cocoa,70
camembert_cheese,matsutake,54
camembert_cheese,fried_chicken,65
camembert_cheese,soybean,65
camembert_cheese,black_tea,69
camembert_cheese,rose_wine,64
camembert_cheese,cider,39
camembert_cheese,cream,24
camembert_cheese,muscadine_grape,57
camembert_cheese,raw_chicken,63
camembert_cheese,raw_beef,77
camembert_cheese,swiss_cheese,130
camembert_cheese,beef,77
camembert_cheese,romano_cheese,128
camembert_cheese,cottage_cheese,127
camembert_cheese,cured_pork,64
camembert_cheese,beer,92
camembert_cheese,cognac,72
camembert_cheese,tilsit_cheese,128
camembert_cheese,roquefort_cheese,127
camembert_cheese,goat_cheese,127
camembert_cheese,sherry,75
camembert_cheese,roasted_beef,81
camembert_cheese,roasted_green_tea,64
camembert_cheese,wheat_bread,56
camembert_cheese,provolone_cheese,128
camembert_cheese,coffee,66
camembert_cheese,sparkling_wine,64
camembert_cheese,blue_cheese,132
camembert_cheese,fried_beef,78
camembert_cheese,rum,83
camembert_cheese,red_wine,73
camembert_cheese,emmental_cheese,127
camembert_cheese,champagne_wine,62
camembert_cheese,roasted_coconut,39
camembert_cheese,domiati_cheese,127
camembert_cheese,russian_cheese,128
camembert_cheese,cream_cheese,127
camembert_cheese,green_tea,63
camembert_cheese,mozzarella_cheese,127
camembert_cheese,sheep_cheese,127
camembert_cheese,pork_sausage,61
camembert_cheese,jamaican_rum,83
camembert_cheese,butter,67
camembert_cheese,gruyere_cheese,129
camembert_cheese,cooked_apple,78
camembert_cheese,limburger_cheese,127
camembert_cheese,concord_grape,57
camembert_cheese,cabernet_sauvignon_grape,57
camembert_cheese,feta_cheese,129
camembert_cheese,vanilla,30
camembert_cheese,enokidake,54
camembert_cheese,bantu_beer,93
camembert_cheese,parmesan_cheese,128
camembert_cheese,banana,49
camembert_cheese,grilled_beef,77
camembert_cheese,strawberry,71
camembert_cheese,chicken,63
camembert_cheese,roasted_chicken,65
camembert_cheese,uncured_smoked_pork,60
camembert_cheese,muscat_grape,58
camembert_cheese,grilled_pork,61
camembert_cheese,boiled_beef,77
camembert_cheese,munster_cheese,127
camembert_cheese,cheddar_cheese,130
camembert_cheese,botrytized_wine,62
camembert_cheese,comte_cheese,129
camembert_cheese,wheaten_bread,46
peanut,pork,55
peanut,boiled_chicken,56
peanut,uncured_boiled_pork,55
peanut,roasted_pork,56
peanut,bacon,57
peanut,fried_chicken,60
peanut,soybean,67
peanut,black_tea,55
peanut,raw_chicken,56
peanut,raw_beef,72
peanut,beef,72
peanut,smoked_pork_belly,55
peanut,cured_pork,58
peanut,beer,63
peanut,roasted_beef,74
peanut,roasted_green_tea,54
peanut,coffee,55
peanut,fried_beef,72
peanut,baked_potato,54
peanut,fried_pork,55
peanut,fried_cured_pork,55
peanut,raw_peanut,97
peanut,peanut_butter,97
peanut,boiled_pork,55
peanut,roasted_peanut,97
peanut,butter,57
peanut,gruyere_cheese,54
peanut,smoked_pork,56
peanut,raw_pork,55
peanut,bantu_beer,63
peanut,grilled_beef,73
peanut,blue_cheese,54
peanut,boiled_beef,72
peanut,cheddar_cheese,54
roman_chamomile,roman_chamomile_oil,25
geranium,french_lavender,10
geranium,black_tea,11
melon,cantaloupe,107
melon,apple,71
melon,nectarine,31
melon,apricot,47
melon,pear,30
melon,cooked_apple,72
melon,sauvignon_grape,52
melon,strawberry,67
melon,beer,49
melon,durian,15
melon,muskmelon,107
melon,mountain_papaya,27
melon,bartlett_pear,30
melon,guava,52
melon,banana,49
dried_kidney_bean,french_bean,86
dried_kidney_bean,navy_bean,86
dried_kidney_bean,soybean,86
dried_kidney_bean,black_tea,55
dried_kidney_bean,red_kidney_bean,86
dried_kidney_bean,raw_beef,53
dried_kidney_bean,red_bean,86
dried_kidney_bean,beef,53
dried_kidney_bean,raw_bean,86
dried_kidney_bean,pinto_bean,86
dried_kidney_bean,beer,54
dried_kidney_bean,cognac,51
dried_kidney_bean,mung_bean,86
dried_kidney_bean,roasted_beef,56
dried_kidney_bean,fried_beef,54
dried_kidney_bean,lima_bean,86
dried_kidney_bean,bean,86
dried_kidney_bean,peanut_butter,52
dried_kidney_bean,kidney_bean,86
dried_kidney_bean,roasted_peanut,52
dried_kidney_bean,snap_bean,86
dried_kidney_bean,bantu_beer,55
dried_kidney_bean,grilled_beef,54
dried_kidney_bean,black_bean,86
dried_kidney_bean,boiled_beef,54
thai_pepper,ethiopian_pepper,36
thai_pepper,tabasco_pepper,38
thai_pepper,ginger,16
thai_pepper,fermented_russian_black_tea,16
thai_pepper,myrtle,13
thai_pepper,ceylon_tea,16
thai_pepper,capsicum_annuum,36
thai_pepper,california_pepper,36
thai_pepper,dried_black_tea,16
thai_pepper,cayenne,36
thai_pepper,malagueta_pepper,38
thai_pepper,pepper,36
thai_pepper,green_bell_pepper,36
thai_pepper,california_orange,17
thai_pepper,black_pepper,36
thai_pepper,mace,14
thai_pepper,ashanti_pepper,36
thai_pepper,guinea_pepper,36
thai_pepper,capsicum,36
thai_pepper,long_pepper,36
thai_pepper,nutmeg,17
thai_pepper,bell_pepper,36
buchu,buchu_oil,20
lima_bean,red_bean,86
lima_bean,navy_bean,86
lima_bean,soybean,86
lima_bean,red_kidney_bean,90
lima_bean,french_bean,86
lima_bean,beef,57
lima_bean,raw_bean,86
lima_bean,pinto_bean,86
lima_bean,beer,54
lima_bean,cognac,51
lima_bean,mung_bean,86
lima_bean,bean,86
lima_bean,peanut_butter,54
lima_bean,kidney_bean,87
lima_bean,roasted_peanut,54
lima_bean,snap_bean,88
lima_bean,bantu_beer,55
lima_bean,roasted_beef,60
lima_bean,grilled_beef,58
lima_bean,black_bean,86
lima_bean,boiled_beef,57
black_pepper,pepper,36
black_pepper,green_bell_pepper,36
black_pepper,california_pepper,36
black_pepper,guinea_pepper,36
black_pepper,tabasco_pepper,36
black_pepper,long_pepper,37
black_pepper,cayenne,36
black_pepper,myrtle,13
black_pepper,mace,14
black_pepper,nutmeg,17
black_pepper,bell_pepper,36
black_pepper,capsicum,36
black_pepper,ethiopian_pepper,36
black_pepper,capsicum_annuum,36
black_pepper,malagueta_pepper,36
black_pepper,ashanti_pepper,36
cassia,dried_green_tea,11
cassia,strawberry,11
cassia,dried_black_tea,11
cassia,tea,11
cassia,brewed_tea,11
cassia,kola_tea,11
cassia,seychelles_tea,11
cassia,fermented_russian_black_tea,11
cassia,cinnamon,16
cassia,black_tea,11
cassia,guava,13
cassia,ceylon_tea,11
cassia,roasted_green_tea,12
peanut_butter,boiled_chicken,72
peanut_butter,uncured_boiled_pork,70
peanut_butter,seychelles_tea,64
peanut_butter,roasted_pork,72
peanut_butter,brewed_tea,64
peanut_butter,chicken,72
peanut_butter,dried_green_tea,64
peanut_butter,katsuobushi,19
peanut_butter,raw_beef,99
peanut_butter,mung_bean,52
peanut_butter,rice,53
peanut_butter,coffee,86
peanut_butter,fried_beef,99
peanut_butter,bean,52
peanut_butter,kidney_bean,52
peanut_butter,boiled_pork,70
peanut_butter,onion,28
peanut_butter,snap_bean,52
peanut_butter,raw_pork,70
peanut_butter,bantu_beer,82
peanut_butter,roasted_malt,54
peanut_butter,grilled_pork,73
peanut_butter,wheaten_bread,47
peanut_butter,pork,70
peanut_butter,red_bean,52
peanut_butter,tea,64
peanut_butter,bacon,72
peanut_butter,fermented_russian_black_tea,64
peanut_butter,roasted_peanut,144
peanut_butter,dried_black_tea,64
peanut_butter,jasmine_tea,64
peanut_butter,yogurt,26
peanut_butter,uncured_smoked_pork,71
peanut_butter,rum,60
peanut_butter,roasted_chicken,80
peanut_butter,raw_peanut,97
peanut_butter,jamaican_rum,60
peanut_butter,black_bean,52
peanut_butter,roasted_almond,10
peanut_butter,popcorn,23
peanut_butter,navy_bean,52
peanut_butter,roasted_cocoa,78
peanut_butter,cocoa,77
peanut_butter,rooibus_tea,65
peanut_butter,soybean,88
peanut_butter,black_tea,76
peanut_butter,tamarind,34
peanut_butter,ceylon_tea,64
peanut_butter,raw_chicken,73
peanut_butter,beef,99
peanut_butter,raw_bean,52
peanut_butter,french_fried_potato,65
peanut_butter,beer,82
peanut_butter,smoked_pork_belly,70
peanut_butter,cured_pork,76
peanut_butter,fermented_tea,66
peanut_butter,pork_sausage,72
